centre,param,points,x1,x2,x3
1,x3,2,-1.682804944464014,0.0895233682861023,-1.7162896835680002
1,x3,3,-1.682804944464014,0.0895233682861023,-1.088289683568
1,x3,4,-1.682804944464014,0.0895233682861023,-0.46028968356799993
1,x3,5,-1.682804944464014,0.0895233682861023,0.16771031643199974
1,x3,6,-1.682804944464014,0.0895233682861023,0.7957103164319999
1,x3,7,-1.682804944464014,0.0895233682861023,1.423710316432
1,x3,8,-1.682804944464014,0.0895233682861023,2.051710316432
1,x3,9,-1.682804944464014,0.0895233682861023,2.679710316432
2,x1,0,-3.1278621874440002,0.7133353813208179,0.953883787656411
2,x1,1,-2.499862187444,0.7133353813208179,0.953883787656411
2,x1,2,-1.871862187444,0.7133353813208179,0.953883787656411
2,x1,3,-1.243862187444,0.7133353813208179,0.953883787656411
2,x1,4,-0.6158621874440002,0.7133353813208179,0.953883787656411
2,x1,5,0.012137812556000327,0.7133353813208179,0.953883787656411
2,x1,6,0.640137812556,0.7133353813208179,0.953883787656411
2,x1,7,1.2681378124780847,0.7133353813208179,0.953883787656411
2,x1,8,1.8961378125560002,0.7133353813208179,0.953883787656411
2,x1,9,2.5241378125560003,0.7133353813208179,0.953883787656411
2,x2,0,1.2681378124780847,-3.05466461878,0.953883787656411
2,x2,1,1.2681378124780847,-2.4266646187800003,0.953883787656411
2,x2,2,1.2681378124780847,-1.79866461878,0.953883787656411
2,x2,3,1.2681378124780847,-1.17066461878,0.953883787656411
2,x2,4,1.2681378124780847,-0.5426646187799999,0.953883787656411
2,x2,5,1.2681378124780847,0.08533538121999973,0.953883787656411
2,x2,6,1.2681378124780847,0.7133353813208179,0.953883787656411
2,x2,7,1.2681378124780847,1.34133538122,0.953883787656411
2,x2,8,1.2681378124780847,1.96933538122,0.953883787656411
2,x2,9,1.2681378124780847,2.59733538122,0.953883787656411
2,x3,0,1.2681378124780847,0.7133353813208179,-2.814116212188
2,x3,1,1.2681378124780847,0.7133353813208179,-2.1861162121880002
2,x3,2,1.2681378124780847,0.7133353813208179,-1.558116212188
2,x3,3,1.2681378124780847,0.7133353813208179,-0.930116212188
2,x3,4,1.2681378124780847,0.7133353813208179,-0.30211621218800033
2,x3,5,1.2681378124780847,0.7133353813208179,0.3258837878120002
2,x3,6,1.2681378124780847,0.7133353813208179,0.953883787656411
2,x3,7,1.2681378124780847,0.7133353813208179,1.5818837878119996
2,x3,8,1.2681378124780847,0.7133353813208179,2.2098837878120006
2,x3,9,1.2681378124780847,0.7133353813208179,2.8378837878120007
3,x1,0,-2.9588923872642967,-0.7004118346798052,0.272722082301625
3,x1,1,-2.330892387496,-0.7004118346798052,0.272722082301625
3,x1,2,-1.702892387496,-0.7004118346798052,0.272722082301625
3,x1,3,-1.0748923874960004,-0.7004118346798052,0.272722082301625
3,x1,4,-0.4468923874959998,-0.7004118346798052,0.272722082301625
3,x1,5,0.18110761250400031,-0.7004118346798052,0.272722082301625
3,x1,6,0.809107612504,-0.7004118346798052,0.272722082301625
3,x1,7,1.437107612504,-0.7004118346798052,0.272722082301625
3,x1,8,2.065107612504,-0.7004118346798052,0.272722082301625
3,x1,9,2.6931076125039994,-0.7004118346798052,0.272722082301625
3,x2,0,-2.9588923872642967,-2.584411834532,0.272722082301625
3,x2,1,-2.9588923872642967,-1.956411834532,0.272722082301625
3,x2,2,-2.9588923872642967,-1.3284118345320002,0.272722082301625
3,x2,3,-2.9588923872642967,-0.7004118346798052,0.272722082301625
3,x2,4,-2.9588923872642967,-0.07241183453200017,0.272722082301625
3,x2,5,-2.9588923872642967,0.5555881654679999,0.272722082301625
3,x2,6,-2.9588923872642967,1.183588165468,0.272722082301625
3,x2,7,-2.9588923872642967,1.8115881654680002,0.272722082301625
3,x2,8,-2.9588923872642967,2.4395881654680003,0.272722082301625
3,x2,9,-2.9588923872642967,3.0675881654680004,0.272722082301625
3,x3,0,-2.9588923872642967,-0.7004118346798052,-2.867277917504
3,x3,1,-2.9588923872642967,-0.7004118346798052,-2.2392779175040003
3,x3,2,-2.9588923872642967,-0.7004118346798052,-1.611277917504
3,x3,3,-2.9588923872642967,-0.7004118346798052,-0.9832779175040001
3,x3,4,-2.9588923872642967,-0.7004118346798052,-0.35527791750399995
3,x3,5,-2.9588923872642967,-0.7004118346798052,0.272722082301625
3,x3,6,-2.9588923872642967,-0.7004118346798052,0.9007220824959998
3,x3,7,-2.9588923872642967,-0.7004118346798052,1.528722082496
3,x3,8,-2.9588923872642967,-0.7004118346798052,2.156722082496
3,x3,9,-2.9588923872642967,-0.7004118346798052,2.784722082496
4,x1,0,-2.7967260651120003,-2.9061562137756805,1.6861934054636696
4,x1,1,-2.168726065112,-2.9061562137756805,1.6861934054636696
4,x1,2,-1.540726065112,-2.9061562137756805,1.6861934054636696
4,x1,3,-0.9127260650641276,-2.9061562137756805,1.6861934054636696
4,x1,4,-0.2847260651119998,-2.9061562137756805,1.6861934054636696
4,x1,5,0.3432739348880003,-2.9061562137756805,1.6861934054636696
4,x1,6,0.9712739348880004,-2.9061562137756805,1.6861934054636696
4,x1,7,1.5992739348880005,-2.9061562137756805,1.6861934054636696
4,x1,8,2.2272739348879997,-2.9061562137756805,1.6861934054636696
4,x1,9,2.855273934888,-2.9061562137756805,1.6861934054636696
4,x2,0,-0.9127260650641276,-2.9061562137756805,1.6861934054636696
4,x2,1,-0.9127260650641276,-2.2781562137240003,1.6861934054636696
4,x2,2,-0.9127260650641276,-1.650156213724,1.6861934054636696
4,x2,3,-0.9127260650641276,-1.0221562137240001,1.6861934054636696
4,x2,4,-0.9127260650641276,-0.394156213724,1.6861934054636696
4,x2,5,-0.9127260650641276,0.2338437862760001,1.6861934054636696
4,x2,6,-0.9127260650641276,0.8618437862759998,1.6861934054636696
4,x2,7,-0.9127260650641276,1.489843786276,1.6861934054636696
4,x2,8,-0.9127260650641276,2.117843786276,1.6861934054636696
4,x2,9,-0.9127260650641276,2.745843786276,1.6861934054636696
4,x3,0,-0.9127260650641276,-2.9061562137756805,-2.709806594712
4,x3,1,-0.9127260650641276,-2.9061562137756805,-2.081806594712
4,x3,2,-0.9127260650641276,-2.9061562137756805,-1.453806594712
4,x3,3,-0.9127260650641276,-2.9061562137756805,-0.8258065947120001
4,x3,4,-0.9127260650641276,-2.9061562137756805,-0.19780659471200002
4,x3,5,-0.9127260650641276,-2.9061562137756805,0.4301934052880001
4,x3,6,-0.9127260650641276,-2.9061562137756805,1.0581934052880002
4,x3,7,-0.9127260650641276,-2.9061562137756805,1.6861934054636696
4,x3,8,-0.9127260650641276,-2.9061562137756805,2.3141934052880004
4,x3,9,-0.9127260650641276,-2.9061562137756805,2.9421934052880006
5,x1,0,-2.945808824524,0.6721366261139234,-2.2229443785277736
5,x1,1,-2.317808824524,0.6721366261139234,-2.2229443785277736
5,x1,2,-1.6898088245240002,0.6721366261139234,-2.2229443785277736
5,x1,3,-1.0618088245240003,0.6721366261139234,-2.2229443785277736
5,x1,4,-0.43380882452400016,0.6721366261139234,-2.2229443785277736
5,x1,5,0.1941911754759995,0.6721366261139234,-2.2229443785277736
5,x1,6,0.8221911757224474,0.6721366261139234,-2.2229443785277736
5,x1,7,1.4501911754759997,0.6721366261139234,-2.2229443785277736
5,x1,8,2.078191175476,0.6721366261139234,-2.2229443785277736
5,x1,9,2.706191175476,0.6721366261139234,-2.2229443785277736
5,x2,0,0.8221911757224474,-3.0958633737440002,-2.2229443785277736
5,x2,1,0.8221911757224474,-2.467863373744,-2.2229443785277736
5,x2,2,0.8221911757224474,-1.839863373744,-2.2229443785277736
5,x2,3,0.8221911757224474,-1.211863373744,-2.2229443785277736
5,x2,4,0.8221911757224474,-0.5838633737440002,-2.2229443785277736
5,x2,5,0.8221911757224474,0.0441366262559999,-2.2229443785277736
5,x2,6,0.8221911757224474,0.6721366261139234,-2.2229443785277736
5,x2,7,0.8221911757224474,1.3001366262560006,-2.2229443785277736
5,x2,8,0.8221911757224474,1.9281366262559998,-2.2229443785277736
5,x2,9,0.8221911757224474,2.556136626256,-2.2229443785277736
5,x3,0,0.8221911757224474,0.6721366261139234,-2.8509443785440003
5,x3,1,0.8221911757224474,0.6721366261139234,-2.2229443785277736
5,x3,2,0.8221911757224474,0.6721366261139234,-1.594944378544
5,x3,3,0.8221911757224474,0.6721366261139234,-0.966944378544
5,x3,4,0.8221911757224474,0.6721366261139234,-0.3389443785440003
5,x3,5,0.8221911757224474,0.6721366261139234,0.28905562145599983
5,x3,6,0.8221911757224474,0.6721366261139234,0.9170556214560004
5,x3,7,0.8221911757224474,0.6721366261139234,1.5450556214560005
5,x3,8,0.8221911757224474,0.6721366261139234,2.1730556214559997
5,x3,9,0.8221911757224474,0.6721366261139234,2.801055621456
6,x1,0,-2.9084551201360003,2.301994856105854,-0.7455948297389559
6,x1,1,-2.280455120136,2.301994856105854,-0.7455948297389559
6,x1,2,-1.652455120136,2.301994856105854,-0.7455948297389559
6,x1,3,-1.0244551201141139,2.301994856105854,-0.7455948297389559
6,x1,4,-0.3964551201359998,2.301994856105854,-0.7455948297389559
6,x1,5,0.23154487986399985,2.301994856105854,-0.7455948297389559
6,x1,6,0.8595448798640004,2.301994856105854,-0.7455948297389559
6,x1,7,1.4875448798640005,2.301994856105854,-0.7455948297389559
6,x1,8,2.1155448798639997,2.301994856105854,-0.7455948297389559
6,x1,9,2.743544879864,2.301994856105854,-0.7455948297389559
6,x2,0,-1.0244551201141139,-2.72200514366,-0.7455948297389559
6,x2,1,-1.0244551201141139,-2.09400514366,-0.7455948297389559
6,x2,2,-1.0244551201141139,-1.4660051436600001,-0.7455948297389559
6,x2,3,-1.0244551201141139,-0.8380051436600002,-0.7455948297389559
6,x2,4,-1.0244551201141139,-0.21000514366000012,-0.7455948297389559
6,x2,5,-1.0244551201141139,0.41799485634,-0.7455948297389559
6,x2,6,-1.0244551201141139,1.0459948563399997,-0.7455948297389559
6,x2,7,-1.0244551201141139,1.6739948563399998,-0.7455948297389559
6,x2,8,-1.0244551201141139,2.301994856105854,-0.7455948297389559
6,x2,9,-1.0244551201141139,2.92999485634,-0.7455948297389559
6,x3,0,-1.0244551201141139,2.301994856105854,-2.629594829992
6,x3,1,-1.0244551201141139,2.301994856105854,-2.0015948299920003
6,x3,2,-1.0244551201141139,2.301994856105854,-1.3735948299920002
6,x3,3,-1.0244551201141139,2.301994856105854,-0.7455948297389559
6,x3,4,-1.0244551201141139,2.301994856105854,-0.117594829992
6,x3,5,-1.0244551201141139,2.301994856105854,0.5104051700079997
6,x3,6,-1.0244551201141139,2.301994856105854,1.1384051700079998
6,x3,7,-1.0244551201141139,2.301994856105854,1.766405170008
6,x3,8,-1.0244551201141139,2.301994856105854,2.394405170008
6,x3,9,-1.0244551201141139,2.301994856105854,3.022405170008
7,x1,0,-2.80550824696,0.14345525477161658,-2.8885768146273305
7,x1,1,-2.17750824696,0.14345525477161658,-2.8885768146273305
7,x1,2,-1.5495082469600001,0.14345525477161658,-2.8885768146273305
7,x1,3,-0.9215082469600002,0.14345525477161658,-2.8885768146273305
7,x1,4,-0.2935082471591599,0.14345525477161658,-2.8885768146273305
7,x1,5,0.33449175304,0.14345525477161658,-2.8885768146273305
7,x1,6,0.9624917530399997,0.14345525477161658,-2.8885768146273305
7,x1,7,1.5904917530399998,0.14345525477161658,-2.8885768146273305
7,x1,8,2.21849175304,0.14345525477161658,-2.8885768146273305
7,x1,9,2.84649175304,0.14345525477161658,-2.8885768146273305
7,x2,0,-0.2935082471591599,-2.9965447454480003,-2.8885768146273305
7,x2,1,-0.2935082471591599,-2.368544745448,-2.8885768146273305
7,x2,2,-0.2935082471591599,-1.740544745448,-2.8885768146273305
7,x2,3,-0.2935082471591599,-1.112544745448,-2.8885768146273305
7,x2,4,-0.2935082471591599,-0.4845447454480003,-2.8885768146273305
7,x2,5,-0.2935082471591599,0.14345525477161658,-2.8885768146273305
7,x2,6,-0.2935082471591599,0.7714552545520004,-2.8885768146273305
7,x2,7,-0.2935082471591599,1.399455254552,-2.8885768146273305
7,x2,8,-0.2935082471591599,2.027455254552,-2.8885768146273305
7,x2,9,-0.2935082471591599,2.6554552545520003,-2.8885768146273305
7,x3,0,-0.2935082471591599,0.14345525477161658,-2.8885768146273305
7,x3,1,-0.2935082471591599,0.14345525477161658,-2.260576814452
7,x3,2,-0.2935082471591599,0.14345525477161658,-1.632576814452
7,x3,3,-0.2935082471591599,0.14345525477161658,-1.0045768144520002
7,x3,4,-0.2935082471591599,0.14345525477161658,-0.3765768144520001
7,x3,5,-0.2935082471591599,0.14345525477161658,0.251423185548
7,x3,6,-0.2935082471591599,0.14345525477161658,0.8794231855479997
7,x3,7,-0.2935082471591599,0.14345525477161658,1.5074231855479998
7,x3,8,-0.2935082471591599,0.14345525477161658,2.135423185548
7,x3,9,-0.2935082471591599,0.14345525477161658,2.763423185548
8,x1,0,-2.7350134025240003,0.45230929076122317,-1.301719094542232
8,x1,1,-2.107013402524,0.45230929076122317,-1.301719094542232
8,x1,2,-1.4790134025240003,0.45230929076122317,-1.301719094542232
8,x1,3,-0.8510134025239999,0.45230929076122317,-1.301719094542232
8,x1,4,-0.22301340252400026,0.45230929076122317,-1.301719094542232
8,x1,5,0.4049865973229281,0.45230929076122317,-1.301719094542232
8,x1,6,1.032986597476,0.45230929076122317,-1.301719094542232
8,x1,7,1.660986597476,0.45230929076122317,-1.301719094542232
8,x1,8,2.288986597476,0.45230929076122317,-1.301719094542232
8,x1,9,2.9169865974760003,0.45230929076122317,-1.301719094542232
8,x2,0,0.4049865973229281,-2.6876907093280002,-1.301719094542232
8,x2,1,0.4049865973229281,-2.059690709328,-1.301719094542232
8,x2,2,0.4049865973229281,-1.4316907093280002,-1.301719094542232
8,x2,3,0.4049865973229281,-0.8036907093279999,-1.301719094542232
8,x2,4,0.4049865973229281,-0.17569070932800024,-1.301719094542232
8,x2,5,0.4049865973229281,0.45230929076122317,-1.301719094542232
8,x2,6,0.4049865973229281,1.0803092906720004,-1.301719094542232
8,x2,7,0.4049865973229281,1.7083092906719997,-1.301719094542232
8,x2,8,0.4049865973229281,2.3363092906719998,-1.301719094542232
8,x2,9,0.4049865973229281,2.9643092906720008,-1.301719094542232
8,x3,0,0.4049865973229281,0.45230929076122317,-2.557719094568
8,x3,1,0.4049865973229281,0.45230929076122317,-1.929719094568
8,x3,2,0.4049865973229281,0.45230929076122317,-1.301719094542232
8,x3,3,0.4049865973229281,0.45230929076122317,-0.6737190945679998
8,x3,4,0.4049865973229281,0.45230929076122317,-0.04571909456800016
8,x3,5,0.4049865973229281,0.45230929076122317,0.582280905432
8,x3,6,0.4049865973229281,0.45230929076122317,1.210280905432
8,x3,7,0.4049865973229281,0.45230929076122317,1.8382809054320002
8,x3,8,0.4049865973229281,0.45230929076122317,2.4662809054320003
8,x3,9,0.4049865973229281,0.45230929076122317,3.0942809054320004
9,x1,0,-2.962957098656,0.9682239192021309,1.9036785112205865
9,x1,1,-2.334957098656,0.9682239192021309,1.9036785112205865
9,x1,2,-1.706957098656,0.9682239192021309,1.9036785112205865
9,x1,3,-1.0789570988800707,0.9682239192021309,1.9036785112205865
9,x1,4,-0.4509570986560001,0.9682239192021309,1.9036785112205865
9,x1,5,0.17704290134400003,0.9682239192021309,1.9036785112205865
9,x1,6,0.8050429013439997,0.9682239192021309,1.9036785112205865
9,x1,7,1.4330429013440003,0.9682239192021309,1.9036785112205865
9,x1,8,2.0610429013440004,0.9682239192021309,1.9036785112205865
9,x1,9,2.6890429013440005,0.9682239192021309,1.9036785112205865
9,x2,0,-1.0789570988800707,-2.799776080876,1.9036785112205865
9,x2,1,-1.0789570988800707,-2.171776080876,1.9036785112205865
9,x2,2,-1.0789570988800707,-1.543776080876,1.9036785112205865
9,x2,3,-1.0789570988800707,-0.9157760808760003,1.9036785112205865
9,x2,4,-1.0789570988800707,-0.2877760808759997,1.9036785112205865
9,x2,5,-1.0789570988800707,0.3402239191239995,1.9036785112205865
9,x2,6,-1.0789570988800707,0.9682239192021309,1.9036785112205865
9,x2,7,-1.0789570988800707,1.5962239191239997,1.9036785112205865
9,x2,8,-1.0789570988800707,2.224223919124,1.9036785112205865
9,x2,9,-1.0789570988800707,2.852223919124,1.9036785112205865
9,x3,0,-1.0789570988800707,0.9682239192021309,-3.120321488748
9,x3,1,-1.0789570988800707,0.9682239192021309,-2.492321488748
9,x3,2,-1.0789570988800707,0.9682239192021309,-1.864321488748
9,x3,3,-1.0789570988800707,0.9682239192021309,-1.236321488748
9,x3,4,-1.0789570988800707,0.9682239192021309,-0.608321488748
9,x3,5,-1.0789570988800707,0.9682239192021309,0.01967851125199971
9,x3,6,-1.0789570988800707,0.9682239192021309,0.6476785112520003
9,x3,7,-1.0789570988800707,0.9682239192021309,1.2756785112520004
9,x3,8,-1.0789570988800707,0.9682239192021309,1.9036785112205865
9,x3,9,-1.0789570988800707,0.9682239192021309,2.5316785112519997
10,x1,0,-2.789743093216,3.0070623125489138,-1.5175983931586523
10,x1,1,-2.1617430932160002,3.0070623125489138,-1.5175983931586523
10,x1,2,-1.533743093216,3.0070623125489138,-1.5175983931586523
10,x1,3,-0.905743093216,3.0070623125489138,-1.5175983931586523
10,x1,4,-0.2777430932159999,3.0070623125489138,-1.5175983931586523
10,x1,5,0.35025690678400023,3.0070623125489138,-1.5175983931586523
10,x1,6,0.9782569067840003,3.0070623125489138,-1.5175983931586523
10,x1,7,1.6062569067840005,3.0070623125489138,-1.5175983931586523
10,x1,8,2.2342569067839997,3.0070623125489138,-1.5175983931586523
10,x1,9,2.8622569068540122,3.0070623125489138,-1.5175983931586523
10,x2,0,2.8622569068540122,-2.644937687648,-1.5175983931586523
10,x2,1,2.8622569068540122,-2.0169376876480003,-1.5175983931586523
10,x2,2,2.8622569068540122,-1.388937687648,-1.5175983931586523
10,x2,3,2.8622569068540122,-0.7609376876480001,-1.5175983931586523
10,x2,4,2.8622569068540122,-0.13293768764799996,-1.5175983931586523
10,x2,5,2.8622569068540122,0.49506231235200016,-1.5175983931586523
10,x2,6,2.8622569068540122,1.1230623123519998,-1.5175983931586523
10,x2,7,2.8622569068540122,1.751062312352,-1.5175983931586523
10,x2,8,2.8622569068540122,2.379062312352,-1.5175983931586523
10,x2,9,2.8622569068540122,3.0070623125489138,-1.5175983931586523
10,x3,0,2.8622569068540122,3.0070623125489138,-2.773598393228
10,x3,1,2.8622569068540122,3.0070623125489138,-2.145598393228
10,x3,2,2.8622569068540122,3.0070623125489138,-1.5175983931586523
10,x3,3,2.8622569068540122,3.0070623125489138,-0.8895983932279998
10,x3,4,2.8622569068540122,3.0070623125489138,-0.26159839322800016
10,x3,5,2.8622569068540122,3.0070623125489138,0.3664016067720004
10,x3,6,2.8622569068540122,3.0070623125489138,0.9944016067720001
10,x3,7,2.8622569068540122,3.0070623125489138,1.6224016067720002
10,x3,8,2.8622569068540122,3.0070623125489138,2.2504016067720003
10,x3,9,2.8622569068540122,3.0070623125489138,2.8784016067720004
11,x1,0,-3.03173388644,-0.07880171986679185,2.8252263000606237
11,x1,1,-2.40373388644,-0.07880171986679185,2.8252263000606237
11,x1,2,-1.77573388644,-0.07880171986679185,2.8252263000606237
11,x1,3,-1.1477338864400002,-0.07880171986679185,2.8252263000606237
11,x1,4,-0.5197338866113408,-0.07880171986679185,2.8252263000606237
11,x1,5,0.10826611356000004,-0.07880171986679185,2.8252263000606237
11,x1,6,0.7362661135600002,-0.07880171986679185,2.8252263000606237
11,x1,7,1.3642661135599998,-0.07880171986679185,2.8252263000606237
11,x1,8,1.99226611356,-0.07880171986679185,2.8252263000606237
11,x1,9,2.62026611356,-0.07880171986679185,2.8252263000606237
11,x2,0,-0.5197338866113408,-2.5908017200880002,2.8252263000606237
11,x2,1,-0.5197338866113408,-1.962801720088,2.8252263000606237
11,x2,2,-0.5197338866113408,-1.334801720088,2.8252263000606237
11,x2,3,-0.5197338866113408,-0.7068017200879999,2.8252263000606237
11,x2,4,-0.5197338866113408,-0.07880171986679185,2.8252263000606237
11,x2,5,-0.5197338866113408,0.5491982799119999,2.8252263000606237
11,x2,6,-0.5197338866113408,1.1771982799120004,2.8252263000606237
11,x2,7,-0.5197338866113408,1.8051982799120005,2.8252263000606237
11,x2,8,-0.5197338866113408,2.4331982799119998,2.8252263000606237
11,x2,9,-0.5197338866113408,3.061198279912,2.8252263000606237
11,x3,0,-0.5197338866113408,-0.07880171986679185,-2.826773699768
11,x3,1,-0.5197338866113408,-0.07880171986679185,-2.198773699768
11,x3,2,-0.5197338866113408,-0.07880171986679185,-1.5707736997680002
11,x3,3,-0.5197338866113408,-0.07880171986679185,-0.9427736997680003
11,x3,4,-0.5197338866113408,-0.07880171986679185,-0.31477369976799974
11,x3,5,-0.5197338866113408,-0.07880171986679185,0.31322630023199993
11,x3,6,-0.5197338866113408,-0.07880171986679185,0.941226300232
11,x3,7,-0.5197338866113408,-0.07880171986679185,1.5692263002320002
11,x3,8,-0.5197338866113408,-0.07880171986679185,2.1972263002320003
11,x3,9,-0.5197338866113408,-0.07880171986679185,2.8252263000606237
12,x1,0,-2.993315686256,1.3331982402999185,-0.11616623434068707
12,x1,1,-2.3653156862560003,1.3331982402999185,-0.11616623434068707
12,x1,2,-1.7373156860101684,1.3331982402999185,-0.11616623434068707
12,x1,3,-1.109315686256,1.3331982402999185,-0.11616623434068707
12,x1,4,-0.48131568625599996,1.3331982402999185,-0.11616623434068707
12,x1,5,0.14668431374400015,1.3331982402999185,-0.11616623434068707
12,x1,6,0.7746843137439998,1.3331982402999185,-0.11616623434068707
12,x1,7,1.402684313744,1.3331982402999185,-0.11616623434068707
12,x1,8,2.030684313744,1.3331982402999185,-0.11616623434068707
12,x1,9,2.658684313744,1.3331982402999185,-0.11616623434068707
12,x2,0,-1.7373156860101684,-3.062801759848,-0.11616623434068707
12,x2,1,-1.7373156860101684,-2.4348017598480003,-0.11616623434068707
12,x2,2,-1.7373156860101684,-1.8068017598480002,-0.11616623434068707
12,x2,3,-1.7373156860101684,-1.1788017598480003,-0.11616623434068707
12,x2,4,-1.7373156860101684,-0.550801759848,-0.11616623434068707
12,x2,5,-1.7373156860101684,0.07719824015200016,-0.11616623434068707
12,x2,6,-1.7373156860101684,0.7051982401520003,-0.11616623434068707
12,x2,7,-1.7373156860101684,1.3331982402999185,-0.11616623434068707
12,x2,8,-1.7373156860101684,1.9611982401519996,-0.11616623434068707
12,x2,9,-1.7373156860101684,2.5891982401519997,-0.11616623434068707
12,x3,0,-1.7373156860101684,1.3331982402999185,-2.62816623424
12,x3,1,-1.7373156860101684,1.3331982402999185,-2.00016623424
12,x3,2,-1.7373156860101684,1.3331982402999185,-1.37216623424
12,x3,3,-1.7373156860101684,1.3331982402999185,-0.7441662342399997
12,x3,4,-1.7373156860101684,1.3331982402999185,-0.11616623434068707
12,x3,5,-1.7373156860101684,1.3331982402999185,0.5118337657600001
12,x3,6,-1.7373156860101684,1.3331982402999185,1.1398337657600002
12,x3,7,-1.7373156860101684,1.3331982402999185,1.7678337657600003
12,x3,8,-1.7373156860101684,1.3331982402999185,2.3958337657600004
12,x3,9,-1.7373156860101684,1.3331982402999185,3.0238337657600005
13,x1,0,-2.960284971216,2.7813051707177494,-1.9569304600488802
13,x1,1,-2.332284971216,2.7813051707177494,-1.9569304600488802
13,x1,2,-1.704284971216,2.7813051707177494,-1.9569304600488802
13,x1,3,-1.0762849712160003,2.7813051707177494,-1.9569304600488802
13,x1,4,-0.44828497121599975,2.7813051707177494,-1.9569304600488802
13,x1,5,0.17971502878399992,2.7813051707177494,-1.9569304600488802
13,x1,6,0.8077150285057328,2.7813051707177494,-1.9569304600488802
13,x1,7,1.4357150287839997,2.7813051707177494,-1.9569304600488802
13,x1,8,2.0637150287840007,2.7813051707177494,-1.9569304600488802
13,x1,9,2.691715028784,2.7813051707177494,-1.9569304600488802
13,x2,0,0.8077150285057328,-2.87069482908,-1.9569304600488802
13,x2,1,0.8077150285057328,-2.2426948290800004,-1.9569304600488802
13,x2,2,0.8077150285057328,-1.61469482908,-1.9569304600488802
13,x2,3,0.8077150285057328,-0.9866948290799997,-1.9569304600488802
