centre,param,points,x1,x2,x3
1,x2,3,-1.2066587857575497,-0.5672105024648264,-0.2021180497859616
1,x2,4,-1.2066587857575497,1.0774154861230545,-0.2021180497859616
1,x2,5,-1.2066587857575497,-1.9498554998889914,-0.2021180497859616
1,x2,6,-1.2066587857575497,-2.0790609434258025,-0.2021180497859616
1,x2,7,-1.2066587857575497,0.035725159600648926,-0.2021180497859616
1,x2,8,-1.2066587857575497,-0.965712956445496,-0.2021180497859616
1,x2,9,-1.2066587857575497,-2.8790454271569117,-0.2021180497859616
1,x3,0,-1.2066587857575497,-1.626215903973995,-1.3285600134075177
1,x3,1,-1.2066587857575497,-1.626215903973995,-2.5591957638813425
1,x3,2,-1.2066587857575497,-1.626215903973995,-2.364699668027332
1,x3,3,-1.2066587857575497,-1.626215903973995,-1.5735814343184211
1,x3,4,-1.2066587857575497,-1.626215903973995,-1.7648796237033995
1,x3,5,-1.2066587857575497,-1.626215903973995,-0.6881670406286973
1,x3,6,-1.2066587857575497,-1.626215903973995,-0.23258565973347256
1,x3,7,-1.2066587857575497,-1.626215903973995,-1.8161056448654236
1,x3,8,-1.2066587857575497,-1.626215903973995,0.24497242032769284
1,x3,9,-1.2066587857575497,-1.626215903973995,-2.2978674708419797
2,x1,0,-1.8305631971824234,2.559298896981908,-1.3880421870156643
2,x1,1,-2.389457645450798,2.559298896981908,-1.3880421870156643
2,x1,2,-2.837906544852802,2.559298896981908,-1.3880421870156643
2,x1,3,-1.664855981098836,2.559298896981908,-1.3880421870156643
2,x1,4,0.4943426397717978,2.559298896981908,-1.3880421870156643
2,x1,5,-2.222766141248295,2.559298896981908,-1.3880421870156643
2,x1,6,-0.08090419165461693,2.559298896981908,-1.3880421870156643
2,x1,7,-1.6572693169375774,2.559298896981908,-1.3880421870156643
2,x1,8,-1.2980074406795863,2.559298896981908,-1.3880421870156643
2,x1,9,-0.14737313386739403,2.559298896981908,-1.3880421870156643
2,x2,0,-0.550066947713792,2.4352830605919036,-1.3880421870156643
2,x2,1,-0.550066947713792,-1.9541185567887964,-1.3880421870156643
2,x2,2,-0.550066947713792,2.103547523851788,-1.3880421870156643
2,x2,3,-0.550066947713792,2.058617733273349,-1.3880421870156643
2,x2,4,-0.550066947713792,-2.243339341722077,-1.3880421870156643
2,x2,5,-0.550066947713792,-1.4582269049807022,-1.3880421870156643
2,x2,6,-0.550066947713792,-2.3153928155455077,-1.3880421870156643
2,x2,7,-0.550066947713792,2.2071885263793187,-1.3880421870156643
2,x2,8,-0.550066947713792,2.5680521557776586,-1.3880421870156643
2,x2,9,-0.550066947713792,2.8009988110906696,-1.3880421870156643
2,x3,0,-0.550066947713792,2.559298896981908,-0.5025824935875272
2,x3,1,-0.550066947713792,2.559298896981908,-0.47786602694641145
2,x3,2,-0.550066947713792,2.559298896981908,-0.062187872914531095
2,x3,3,-0.550066947713792,2.559298896981908,-2.733277601071292
2,x3,4,-0.550066947713792,2.559298896981908,-0.5104765965850384
2,x3,5,-0.550066947713792,2.559298896981908,-1.8935452983742094
2,x3,6,-0.550066947713792,2.559298896981908,-1.9459294597526988
2,x3,7,-0.550066947713792,2.559298896981908,-1.4884328507589029
2,x3,8,-0.550066947713792,2.559298896981908,-0.6106760231020849
2,x3,9,-0.550066947713792,2.559298896981908,0.5081795510404437
3,x1,0,-2.4615232583316518,-2.310859810800296,-2.533551471328384
3,x1,1,-2.994349102232513,-2.310859810800296,-2.533551471328384
3,x1,2,-3.0289051455244196,-2.310859810800296,-2.533551471328384
3,x1,3,-2.465913050887208,-2.310859810800296,-2.533551471328384
3,x1,4,-0.9530510597919748,-2.310859810800296,-2.533551471328384
3,x1,5,-1.905117720380553,-2.310859810800296,-2.533551471328384
3,x1,6,-1.3574539903081497,-2.310859810800296,-2.533551471328384
3,x1,7,-2.7772979198857723,-2.310859810800296,-2.533551471328384
3,x1,8,-2.1744881880825977,-2.310859810800296,-2.533551471328384
3,x1,9,-2.8293564699976703,-2.310859810800296,-2.533551471328384
3,x2,0,-2.7255201781052367,0.5974302627631336,-2.533551471328384
3,x2,1,-2.7255201781052367,-2.1186044702951765,-2.533551471328384
3,x2,2,-2.7255201781052367,0.8969678495047693,-2.533551471328384
3,x2,3,-2.7255201781052367,1.532406474910712,-2.533551471328384
3,x2,4,-2.7255201781052367,1.20555479702429,-2.533551471328384
3,x2,5,-2.7255201781052367,0.776179363667731,-2.533551471328384
3,x2,6,-2.7255201781052367,-2.426740098052572,-2.533551471328384
3,x2,7,-2.7255201781052367,1.539683016895102,-2.533551471328384
3,x2,8,-2.7255201781052367,2.4022152032353374,-2.533551471328384
3,x2,9,-2.7255201781052367,0.9206870267640004,-2.533551471328384
3,x3,0,-2.7255201781052367,-2.310859810800296,-2.6010469085569774
3,x3,1,-2.7255201781052367,-2.310859810800296,0.16996714043925376
3,x3,2,-2.7255201781052367,-2.310859810800296,-2.5535942541008003
3,x3,3,-2.7255201781052367,-2.310859810800296,-1.8458648370051576
3,x3,4,-2.7255201781052367,-2.310859810800296,-2.7581972097346577
3,x3,5,-2.7255201781052367,-2.310859810800296,-1.6696414938260085
3,x3,6,-2.7255201781052367,-2.310859810800296,-2.839405991597859
3,x3,7,-2.7255201781052367,-2.310859810800296,-1.189015248873698
3,x3,8,-2.7255201781052367,-2.310859810800296,-2.762076042457409
3,x3,9,-2.7255201781052367,-2.310859810800296,-3.0233541187910724
4,x1,0,3.0982452065774013,-1.0421136030218836,3.100090735591373
4,x1,1,1.852058132269057,-1.0421136030218836,3.100090735591373
4,x1,2,2.807078090112094,-1.0421136030218836,3.100090735591373
4,x1,3,3.0475438322503448,-1.0421136030218836,3.100090735591373
4,x1,4,3.1047748924622165,-1.0421136030218836,3.100090735591373
4,x1,5,1.2685040660902032,-1.0421136030218836,3.100090735591373
4,x1,6,2.992612266278875,-1.0421136030218836,3.100090735591373
4,x1,7,3.0439143580374926,-1.0421136030218836,3.100090735591373
4,x1,8,2.8200984689102495,-1.0421136030218836,3.100090735591373
4,x1,9,3.027604842570598,-1.0421136030218836,3.100090735591373
4,x2,0,2.3245296924457954,0.4790528549645874,3.100090735591373
4,x2,1,2.3245296924457954,0.6342495878042369,3.100090735591373
4,x2,2,2.3245296924457954,-0.15290641998780474,3.100090735591373
4,x2,3,2.3245296924457954,-0.2926806137437632,3.100090735591373
4,x2,4,2.3245296924457954,-0.7417707874258803,3.100090735591373
4,x2,5,2.3245296924457954,-0.8262251239326681,3.100090735591373
4,x2,6,2.3245296924457954,-1.3062452118981702,3.100090735591373
4,x2,7,2.3245296924457954,0.8255609263876069,3.100090735591373
4,x2,8,2.3245296924457954,-3.000280145542255,3.100090735591373
4,x2,9,2.3245296924457954,2.942853587000768,3.100090735591373
4,x3,0,2.3245296924457954,-1.0421136030218836,-0.09557782013696059
4,x3,1,2.3245296924457954,-1.0421136030218836,1.7501160448012585
4,x3,2,2.3245296924457954,-1.0421136030218836,-0.3370517906419641
4,x3,3,2.3245296924457954,-1.0421136030218836,1.5994142865329501
4,x3,4,2.3245296924457954,-1.0421136030218836,1.3379304681721007
4,x3,5,2.3245296924457954,-1.0421136030218836,0.9385456093933375
4,x3,6,2.3245296924457954,-1.0421136030218836,2.402241872482868
4,x3,7,2.3245296924457954,-1.0421136030218836,1.2364896447265177
4,x3,8,2.3245296924457954,-1.0421136030218836,2.8206777972009944
4,x3,9,2.3245296924457954,-1.0421136030218836,2.1264689639705288
5,x1,0,1.7200734962670245,-0.2937577560766247,0.0936730696359751
5,x1,1,0.9954380778090566,-0.2937577560766247,0.0936730696359751
5,x1,2,1.44693242836501,-0.2937577560766247,0.0936730696359751
5,x1,3,-1.4060316640998625,-0.2937577560766247,0.0936730696359751
5,x1,4,-0.3329590577604038,-0.2937577560766247,0.0936730696359751
5,x1,5,-0.6277363023707974,-0.2937577560766247,0.0936730696359751
5,x1,6,-0.8302669142018027,-0.2937577560766247,0.0936730696359751
5,x1,7,-1.0164958352996782,-0.2937577560766247,0.0936730696359751
5,x1,8,1.395090424047289,-0.2937577560766247,0.0936730696359751
5,x1,9,-0.5087024242514806,-0.2937577560766247,0.0936730696359751
5,x2,0,0.9627120306756694,2.790334449276242,0.0936730696359751
5,x2,1,0.9627120306756694,0.259176441467059,0.0936730696359751
5,x2,2,0.9627120306756694,-2.091584056824349,0.0936730696359751
5,x2,3,0.9627120306756694,2.4934181462525866,0.0936730696359751
5,x2,4,0.9627120306756694,1.1945152528751568,0.0936730696359751
5,x2,5,0.9627120306756694,-0.3221531680756411,0.0936730696359751
5,x2,6,0.9627120306756694,-2.5814084286700285,0.0936730696359751
5,x2,7,0.9627120306756694,-2.4678179293371088,0.0936730696359751
5,x2,8,0.9627120306756694,-2.2871873834245564,0.0936730696359751
5,x2,9,0.9627120306756694,1.9714548870340427,0.0936730696359751
5,x3,0,0.9627120306756694,-0.2937577560766247,-0.19165137514489317
5,x3,1,0.9627120306756694,-0.2937577560766247,1.5674989930140524
5,x3,2,0.9627120306756694,-0.2937577560766247,1.8083545732872088
5,x3,3,0.9627120306756694,-0.2937577560766247,1.38691387293578
5,x3,4,0.9627120306756694,-0.2937577560766247,0.5097417821320067
5,x3,5,0.9627120306756694,-0.2937577560766247,1.0035445559525553
5,x3,6,0.9627120306756694,-0.2937577560766247,1.5165261454687173
5,x3,7,0.9627120306756694,-0.2937577560766247,-1.922484216806986
5,x3,8,0.9627120306756694,-0.2937577560766247,1.1234606655815393
5,x3,9,0.9627120306756694,-0.2937577560766247,-1.0338186414019015
6,x1,0,-0.7216871995098826,-2.559868364192833,-1.3869905143624162
6,x1,1,-1.6392168492708983,-2.559868364192833,-1.3869905143624162
6,x1,2,0.39195308288118946,-2.559868364192833,-1.3869905143624162
6,x1,3,0.4026005321775883,-2.559868364192833,-1.3869905143624162
6,x1,4,-2.71740136968845,-2.559868364192833,-1.3869905143624162
6,x1,5,-0.9918846307200226,-2.559868364192833,-1.3869905143624162
6,x1,6,-1.8872543237887525,-2.559868364192833,-1.3869905143624162
6,x1,7,-1.5641256723776529,-2.559868364192833,-1.3869905143624162
6,x1,8,-1.2214790383554626,-2.559868364192833,-1.3869905143624162
6,x1,9,-1.1793685069929019,-2.559868364192833,-1.3869905143624162
6,x2,0,-2.2163254483735964,1.3037095044713216,-1.3869905143624162
6,x2,1,-2.2163254483735964,-0.47958055050901693,-1.3869905143624162
6,x2,2,-2.2163254483735964,-2.0262411436440413,-1.3869905143624162
6,x2,3,-2.2163254483735964,-1.8165831095162555,-1.3869905143624162
6,x2,4,-2.2163254483735964,-0.5406581259820418,-1.3869905143624162
6,x2,5,-2.2163254483735964,2.1539132435894737,-1.3869905143624162
6,x2,6,-2.2163254483735964,-1.2208362239196393,-1.3869905143624162
6,x2,7,-2.2163254483735964,2.2534477079535384,-1.3869905143624162
6,x2,8,-2.2163254483735964,1.3141080206416471,-1.3869905143624162
6,x2,9,-2.2163254483735964,1.8000099876361024,-1.3869905143624162
6,x3,0,-2.2163254483735964,-2.559868364192833,-0.46719502230178334
6,x3,1,-2.2163254483735964,-2.559868364192833,-2.1905388993178807
6,x3,2,-2.2163254483735964,-2.559868364192833,-1.2634608640284377
6,x3,3,-2.2163254483735964,-2.559868364192833,-2.044466633486859
6,x3,4,-2.2163254483735964,-2.559868364192833,-2.3097584188287907
6,x3,5,-2.2163254483735964,-2.559868364192833,-2.9312623731693366
6,x3,6,-2.2163254483735964,-2.559868364192833,-2.280417473305267
6,x3,7,-2.2163254483735964,-2.559868364192833,0.19082041694127705
6,x3,8,-2.2163254483735964,-2.559868364192833,-2.877998134400726
6,x3,9,-2.2163254483735964,-2.559868364192833,-2.8015233572090508
7,x1,0,-2.9584665542635777,2.1323829201560733,-2.916877024428854
7,x1,1,-3.0141051520258304,2.1323829201560733,-2.916877024428854
7,x1,2,-1.9772434601230244,2.1323829201560733,-2.916877024428854
7,x1,3,-2.397844543476036,2.1323829201560733,-2.916877024428854
7,x1,4,-2.752286860722014,2.1323829201560733,-2.916877024428854
7,x1,5,-2.7446780609155517,2.1323829201560733,-2.916877024428854
7,x1,6,-2.7000697763204466,2.1323829201560733,-2.916877024428854
7,x1,7,-2.6638100517512924,2.1323829201560733,-2.916877024428854
7,x1,8,-0.8351965775807413,2.1323829201560733,-2.916877024428854
7,x1,9,-2.575667260077591,2.1323829201560733,-2.916877024428854
7,x2,0,-1.5771390272193289,1.0071281609363605,-2.916877024428854
7,x2,1,-1.5771390272193289,0.06114492897227697,-2.916877024428854
7,x2,2,-1.5771390272193289,-1.1658805222937723,-2.916877024428854
7,x2,3,-1.5771390272193289,-0.875747279998135,-2.916877024428854
7,x2,4,-1.5771390272193289,2.805356830427011,-2.916877024428854
7,x2,5,-1.5771390272193289,-0.683421215116903,-2.916877024428854
7,x2,6,-1.5771390272193289,1.343963486114268,-2.916877024428854
7,x2,7,-1.5771390272193289,-1.3777749352245932,-2.916877024428854
7,x2,8,-1.5771390272193289,-1.3607318452983164,-2.916877024428854
7,x2,9,-1.5771390272193289,1.821925346566553,-2.916877024428854
7,x3,0,-1.5771390272193289,2.1323829201560733,-1.4930691442372528
7,x3,1,-1.5771390272193289,2.1323829201560733,-2.515023125511097
7,x3,2,-1.5771390272193289,2.1323829201560733,-1.2183375572140047
7,x3,3,-1.5771390272193289,2.1323829201560733,-0.8991704165695671
7,x3,4,-1.5771390272193289,2.1323829201560733,0.834968272683021
7,x3,5,-1.5771390272193289,2.1323829201560733,-1.9912605870460904
7,x3,6,-1.5771390272193289,2.1323829201560733,-1.3503698946759546
7,x3,7,-1.5771390272193289,2.1323829201560733,-2.9839695153520207
7,x3,8,-1.5771390272193289,2.1323829201560733,-1.4475254382026814
7,x3,9,-1.5771390272193289,2.1323829201560733,-0.728634510284575
8,x1,0,-0.5582257046256776,1.5650017570356316,2.290810809382719
8,x1,1,-0.19209655665097536,1.5650017570356316,2.290810809382719
8,x1,2,1.3514932274238434,1.5650017570356316,2.290810809382719
8,x1,3,0.4908258758987598,1.5650017570356316,2.290810809382719
8,x1,4,0.7819489707405292,1.5650017570356316,2.290810809382719
8,x1,5,0.8758058520890573,1.5650017570356316,2.290810809382719
8,x1,6,1.7375047131644572,1.5650017570356316,2.290810809382719
8,x1,7,2.0622120362410326,1.5650017570356316,2.290810809382719
8,x1,8,0.4470566458609988,1.5650017570356316,2.290810809382719
8,x1,9,0.49423601809831696,1.5650017570356316,2.290810809382719
8,x2,0,1.352424702688817,-1.6395781504351652,2.290810809382719
8,x2,1,1.352424702688817,3.088306882517459,2.290810809382719
8,x2,2,1.352424702688817,1.2638719429150602,2.290810809382719
8,x2,3,1.352424702688817,-2.6456370517440346,2.290810809382719
8,x2,4,1.352424702688817,-3.02242075424019,2.290810809382719
8,x2,5,1.352424702688817,2.5905551530002398,2.290810809382719
8,x2,6,1.352424702688817,0.5297360044691408,2.290810809382719
8,x2,7,1.352424702688817,-1.95387160770927,2.290810809382719
8,x2,8,1.352424702688817,-2.7333242728471348,2.290810809382719
8,x2,9,1.352424702688817,1.1495973831166046,2.290810809382719
8,x3,0,1.352424702688817,1.5650017570356316,2.3803682807412962
8,x3,1,1.352424702688817,1.5650017570356316,-0.5652199774579492
8,x3,2,1.352424702688817,1.5650017570356316,-0.2742867546918397
8,x3,3,1.352424702688817,1.5650017570356316,0.7398520205076542
8,x3,4,1.352424702688817,1.5650017570356316,1.0622460866152337
8,x3,5,1.352424702688817,1.5650017570356316,0.056865158237087154
8,x3,6,1.352424702688817,1.5650017570356316,1.1877608276160152
8,x3,7,1.352424702688817,1.5650017570356316,1.7859213042503996
8,x3,8,1.352424702688817,1.5650017570356316,-1.2195865504913899
8,x3,9,1.352424702688817,1.5650017570356316,0.5482356359947067
9,x1,0,1.8524012169942075,0.039564452091770175,0.10204700881873485
9,x1,1,1.3463132613535085,0.039564452091770175,0.10204700881873485
9,x1,2,-0.3977484326932106,0.039564452091770175,0.10204700881873485
9,x1,3,0.07800464100852622,0.039564452091770175,0.10204700881873485
9,x1,4,1.0378408400859036,0.039564452091770175,0.10204700881873485
9,x1,5,-1.2782856102175038,0.039564452091770175,0.10204700881873485
9,x1,6,-0.39839230376639456,0.039564452091770175,0.10204700881873485
9,x1,7,0.8302097405833191,0.039564452091770175,0.10204700881873485
9,x1,8,1.707980488201565,0.039564452091770175,0.10204700881873485
9,x1,9,-1.0629248757436995,0.039564452091770175,0.10204700881873485
9,x2,0,0.012226689429186699,1.6717762034643013,0.10204700881873485
9,x2,1,0.012226689429186699,-2.662397931766844,0.10204700881873485
9,x2,2,0.012226689429186699,2.29343638546186,0.10204700881873485
9,x2,3,0.012226689429186699,-1.997667909040883,0.10204700881873485
9,x2,4,0.012226689429186699,-2.8764417261469726,0.10204700881873485
9,x2,5,0.012226689429186699,3.031685813051023,0.10204700881873485
9,x2,6,0.012226689429186699,-1.467625065138399,0.10204700881873485
9,x2,7,0.012226689429186699,1.218671329433454,0.10204700881873485
9,x2,8,0.012226689429186699,-2.2508065147948653,0.10204700881873485
9,x2,9,0.012226689429186699,-2.1624037760598966,0.10204700881873485
9,x3,0,0.012226689429186699,0.039564452091770175,1.725650471914228
9,x3,1,0.012226689429186699,0.039564452091770175,0.8934083032972127
9,x3,2,0.012226689429186699,0.039564452091770175,0.6614678194360275
9,x3,3,0.012226689429186699,0.039564452091770175,0.10849677066604668
9,x3,4,0.012226689429186699,0.039564452091770175,1.6898589579429415
9,x3,5,0.012226689429186699,0.039564452091770175,-0.8441476618372867
9,x3,6,0.012226689429186699,0.039564452091770175,1.2459433333574386
9,x3,7,0.012226689429186699,0.039564452091770175,0.09571166958054667
9,x3,8,0.012226689429186699,0.039564452091770175,-0.2114665331102037
9,x3,9,0.012226689429186699,0.039564452091770175,0.5146892658694644
10,x1,0,2.2143644976977286,1.6045894691385372,0.2333792119901097
10,x1,1,1.646798067802823,1.6045894691385372,0.2333792119901097
10,x1,2,-2.281067281655096,1.6045894691385372,0.2333792119901097
10,x1,3,-0.8493805142861395,1.6045894691385372,0.2333792119901097
10,x1,4,2.9236566755253777,1.6045894691385372,0.2333792119901097
10,x1,5,1.4344911261179196,1.6045894691385372,0.2333792119901097
10,x1,6,2.3541771103838847,1.6045894691385372,0.2333792119901097
10,x1,7,-2.3293672911777277,1.6045894691385372,0.2333792119901097
10,x1,8,1.8947688203607247,1.6045894691385372,0.2333792119901097
10,x1,9,0.11685090385077324,1.6045894691385372,0.2333792119901097
10,x2,0,0.9004623939087621,-0.5516253575292911,0.2333792119901097
10,x2,1,0.9004623939087621,1.6172025402969523,0.2333792119901097
10,x2,2,0.9004623939087621,-2.92332890829962,0.2333792119901097
10,x2,3,0.9004623939087621,-1.348548493950661,0.2333792119901097
10,x2,4,0.9004623939087621,1.9201396311084946,0.2333792119901097
10,x2,5,0.9004623939087621,2.4975716917040818,0.2333792119901097
10,x2,6,0.9004623939087621,2.562098406688382,0.2333792119901097
10,x2,7,0.9004623939087621,0.9996281963973623,0.2333792119901097
10,x2,8,0.9004623939087621,-0.3301193743669799,0.2333792119901097
10,x2,9,0.9004623939087621,-2.8932470556577883,0.2333792119901097
10,x3,0,0.9004623939087621,1.6045894691385372,1.5417059837387028
10,x3,1,0.9004623939087621,1.6045894691385372,-0.4872886597583985
10,x3,2,0.9004623939087621,1.6045894691385372,0.8903250708034043
10,x3,3,0.9004623939087621,1.6045894691385372,2.0329371823842712
10,x3,4,0.9004623939087621,1.6045894691385372,0.08189737374214712
10,x3,5,0.9004623939087621,1.6045894691385372,1.2409167920824138
10,x3,6,0.9004623939087621,1.6045894691385372,-1.791310026041457
10,x3,7,0.9004623939087621,1.6045894691385372,1.7382118863891072
10,x3,8,0.9004623939087621,1.6045894691385372,0.3598318821706794
10,x3,9,0.9004623939087621,1.6045894691385372,-1.1214420061200645
11,x1,0,3.115921093178168,0.6298935423964545,3.1211268235508043
11,x1,1,2.7937462038216494,0.6298935423964545,3.1211268235508043
11,x1,2,3.1340766652893106,0.6298935423964545,3.1211268235508043
11,x1,3,3.114831219000497,0.6298935423964545,3.1211268235508043
11,x1,4,3.1063357621609122,0.6298935423964545,3.1211268235508043
11,x1,5,2.171295798110864,0.6298935423964545,3.1211268235508043
11,x1,6,3.1313183571897114,0.6298935423964545,3.1211268235508043
11,x1,7,2.9625427006779703,0.6298935423964545,3.1211268235508043
11,x1,8,2.927753167626212,0.6298935423964545,3.1211268235508043
11,x1,9,3.001393585259039,0.6298935423964545,3.1211268235508043
11,x2,0,3.060844753965615,1.4855409774271524,3.1211268235508043
11,x2,1,3.060844753965615,1.6565400074274481,3.1211268235508043
11,x2,2,3.060844753965615,-1.7728149887678204,3.1211268235508043
11,x2,3,3.060844753965615,-2.1612759895107656,3.1211268235508043
11,x2,4,3.060844753965615,-0.913240983473321,3.1211268235508043
11,x2,5,3.060844753965615,2.755289118930784,3.1211268235508043
11,x2,6,3.060844753965615,-1.9553456513547276,3.1211268235508043
11,x2,7,3.060844753965615,-1.212519685234308,3.1211268235508043
11,x2,8,3.060844753965615,-2.9295158723113897,3.1211268235508043
11,x2,9,3.060844753965615,-0.7637214942663371,3.1211268235508043
11,x3,0,3.060844753965615,0.6298935423964545,2.782842091422643
11,x3,1,3.060844753965615,0.6298935423964545,2.9077754355944987
11,x3,2,3.060844753965615,0.6298935423964545,2.734483361326703
11,x3,3,3.060844753965615,0.6298935423964545,3.1282293492707356
11,x3,4,3.060844753965615,0.6298935423964545,2.9797855770946566
11,x3,5,3.060844753965615,0.6298935423964545,2.097943463428693
11,x3,6,3.060844753965615,0.6298935423964545,3.027494825231091
11,x3,7,3.060844753965615,0.6298935423964545,2.3020471989339932
11,x3,8,3.060844753965615,0.6298935423964545,2.991124600434882
11,x3,9,3.060844753965615,0.6298935423964545,2.4443261486001258
12,x1,0,0.3072898411597551,-1.756432239579866,-0.4451666221506825
12,x1,1,0.038645464752299574,-1.756432239579866,-0.4451666221506825
12,x1,2,1.54551584386506,-1.756432239579866,-0.4451666221506825
12,x1,3,-0.2614327475985454,-1.756432239579866,-0.4451666221506825
12,x1,4,-1.6383489169598315,-1.756432239579866,-0.4451666221506825
12,x1,5,1.5816747845092203,-1.756432239579866,-0.4451666221506825
12,x1,6,-1.6576958673208348,-1.756432239579866,-0.4451666221506825
12,x1,7,0.6363093584768285,-1.756432239579866,-0.4451666221506825
12,x1,8,0.45527063428909864,-1.756432239579866,-0.4451666221506825
12,x1,9,-1.84853885855518,-1.756432239579866,-0.4451666221506825
12,x2,0,2.174377828323229,0.28952729393707655,-0.4451666221506825
12,x2,1,2.174377828323229,-0.13320489087093224,-0.4451666221506825
12,x2,2,2.174377828323229,0.6214356685237381,-0.4451666221506825
12,x2,3,2.174377828323229,-2.1554772789807948,-0.4451666221506825
12,x2,4,2.174377828323229,-0.16049557695999628,-0.4451666221506825
12,x2,5,2.174377828323229,1.5338390726612183,-0.4451666221506825
12,x2,6,2.174377828323229,1.723571392060634,-0.4451666221506825
12,x2,7,2.174377828323229,-2.357639454514247,-0.4451666221506825
12,x2,8,2.174377828323229,0.1567302945129927,-0.4451666221506825
12,x2,9,2.174377828323229,-1.793101547002493,-0.4451666221506825
12,x3,0,2.174377828323229,-1.756432239579866,1.119795818734604
12,x3,1,2.174377828323229,-1.756432239579866,2.373192974683923
12,x3,2,2.174377828323229,-1.756432239579866,0.030289729987496017
12,x3,3,2.174377828323229,-1.756432239579866,2.543721277824783
12,x3,4,2.174377828323229,-1.756432239579866,1.5818279979164545
12,x3,5,2.174377828323229,-1.756432239579866,2.0905073901288937
12,x3,6,2.174377828323229,-1.756432239579866,2.8398762400971003
12,x3,7,2.174377828323229,-1.756432239579866,1.4522238989872922
12,x3,8,2.174377828323229,-1.756432239579866,2.2654067570432885
12,x3,9,2.174377828323229,-1.756432239579866,-0.6095679660068374
13,x1,0,-1.8623028483444408,0.19990816029587677,-0.8252973452292593
13,x1,1,-2.559364497417361,0.19990816029587677,-0.8252973452292593
13,x1,2,2.1950663622324362,0.19990816029587677,-0.8252973452292593
13,x1,3,-2.1269838330344157,0.19990816029587677,-0.8252973452292593
13,x1,4,-1.484983024550658,0.19990816029587677,-0.8252973452292593
13,x1,5,2.156877046629463,0.19990816029587677,-0.8252973452292593
13,x1,6,-1.13570686255503,0.19990816029587677,-0.8252973452292593
13,x1,7,2.377803138471585,0.19990816029587677,-0.8252973452292593
13,x1,8,0.5973934700705361,0.19990816029587677,-0.8252973452292593
13,x1,9,-0.5953002203050684,0.19990816029587677,-0.8252973452292593
13,x2,0,-0.013272391676120598,2.8094790302117167,-0.8252973452292593
13,x2,1,-0.013272391676120598,0.8745070586419827,-0.8252973452292593
13,x2,2,-0.013272391676120598,-1.7704409247650847,-0.8252973452292593
13,x2,3,-0.013272391676120598,0.1269615075291921,-0.8252973452292593
13,x2,4,-0.013272391676120598,2.338676555351386,-0.8252973452292593
